title,category,image_url,ingredients,instructions
Sałatka z czereśni i awokado,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2017/07/IMG_3618-2_male-600x900.jpg,"2 łyżki pestek dyni; 150 g czereśni / 2/3 szklanki 1/4 czerwonej cebuli 1 awokado, dojrzałe kilka gałązek kolendry lub pietruszki; 1 – 2 łyżki soku z cytryny lub limonki szczypta płatków chili lub pieprzu cayenne sól i czarny pieprz","gośćpisze:24 lipca 2017 o 17:38super pomysł! nigdy nie dawałam czereśni do sałatki, ale pomysł bardzo mi się podoba 🙂Odpowiedz
What Mum Lovespisze:24 lipca 2017 o 19:06Wlasnie sobie wyobrazilam to polaczenie smakow. Wlasnie wyruszam na poszukiwania smacznych czeresni!Odpowiedz
Zielono na co dzieńpisze:24 lipca 2017 o 22:18Połączenie rzeczywiście szalone, ale aż korci żeby spróbować… tylko w tym roku prawie czereśni nie ma :(.Odpowiedz
Zołzapisze:25 lipca 2017 o 15:26Oj, nie. Oddzielnie i owszem, ale czereśnie i cebula zupełnie mi nie pasują…Odpowiedz
martapisze:27 lipca 2017 o 19:30Sałatka absolutny sztos!! Dzięki za kolejny wspaniały przepis 🙂Odpowiedz
Kasiapisze:28 lipca 2017 o 17:38zarąbista!!!! 10/10Odpowiedz
Olapisze:28 lipca 2017 o 18:43Czy mogą być wiśnie zamiast czereśni?OdpowiedzMartapisze:29 lipca 2017 o 19:20Mogą być, ale wtedy o kilka sztuk mniej i kapka syropu z agawy do sałatki 🙂Odpowiedz
Martapisze:29 lipca 2017 o 19:20Mogą być, ale wtedy o kilka sztuk mniej i kapka syropu z agawy do sałatki 🙂Odpowiedz
Kaśiapisze:29 lipca 2017 o 19:43Bomba! Spodziewałam się że będzie zjadliwa, a była cudownie orzezwiajaca, zaskakująca, pyszna.Odpowiedz
Wiolkapisze:30 lipca 2017 o 19:51Sałatka bomba! Cudowne połączenie smaków! Znikła bardzo szybko 🙂Odpowiedz
Martapisze:1 sierpnia 2017 o 21:29Bardzo smaczna. Marto, znowu strzał w 10, dziękuję!Odpowiedz
Nataliapisze:8 sierpnia 2017 o 21:21Niestety nie znalazłam już czereśni w warzywniaku. Zastąpiłam je borówką amerykańską.. i daje radę.Odpowiedz
Dalhiapisze:19 sierpnia 2017 o 12:49Wlasnie szukalam czegos na lunch i prosze mam takie wielkie slodki czarne czeresnie. Avocado zawsze mam w domu a pestki dyni w torbie bo lubie chrupac. Dzieki dzisiaj zrobie.Odpowiedz
Kasiapisze:22 sierpnia 2017 o 09:57Brzmi i wyglada super! Świetny pomysł na śniadanie lub lunch!Odpowiedz
JadziaBpisze:24 sierpnia 2017 o 12:29Zrobilam jest cudowna????Odpowiedz
spanish to englishpisze:25 sierpnia 2017 o 10:56super pomysł!Odpowiedz
Alicjapisze:11 czerwca 2018 o 12:18pycha ;D  mój luby nie przepada za awokado  a ja mu to awokado przemycam i zawsze mowi ze pyszne  to jest ;Dtwoje smaki sa genialne !OdpowiedzMartapisze:11 czerwca 2018 o 15:40Alicja, hihi, cieszę się, że udaje się przemycić awokado nawet awokadosceptykowi 🙂Odpowiedz
Martapisze:11 czerwca 2018 o 15:40Alicja, hihi, cieszę się, że udaje się przemycić awokado nawet awokadosceptykowi 🙂Odpowiedz
OlaPrzezSwiatpisze:14 czerwca 2018 o 13:51Potwierdzam, potwierdzam, sałatka godna polecenia. A znika w szybkim tempie, bo jest nieziemsko pyszna! Marta, ja już znam Twoje smaki i przepisy i zupełnie nie bałam się połączenia czereśni z cebulą, wiem, że jak Ty mówisz, że pasuje, to rzeczywiście pasuje 🙂Pozdrawiam!Odpowiedz
HIPPIskapisze:17 czerwca 2018 o 22:33Pyszna 🙂 nic dodać nic ująć poprostu się zakochałam. Napewno wielkokrotnie powtórzę tą przygodę.Odpowiedz
Kspisze:21 czerwca 2018 o 20:00Przepyszna!!! Eksplozja smaków!! Zrobiłam z podwójnej porcji i zniknęło w 5 minut.Odpowiedz
Kasiapisze:21 czerwca 2018 o 21:44Zrobiłam, faktycznie orzeźwiająca, odpowiednia na czerwcowy lunch. Jednak, jak dla mnie, czegoś w niej brakuje… Zrobię ponownie, ale dodam kulkę mozzarelli, pokrojoną w grubą kostkę, seler naciowy oraz krem z octem balsamicznym.Odpowiedz
Wegipisze:24 czerwca 2018 o 02:58Hmmm Marto czy myślisz że z młodymi ziemniakami dobrze sie skomponuje w lunchbox?:)OdpowiedzMartapisze:24 czerwca 2018 o 08:32Bardzo! Ale młode ziemniaki położyłabym obok – młode ziemniaki z koperkiem sobie, a sałatka sobie i można przegryzać 🙂Odpowiedz
Martapisze:24 czerwca 2018 o 08:32Bardzo! Ale młode ziemniaki położyłabym obok – młode ziemniaki z koperkiem sobie, a sałatka sobie i można przegryzać 🙂Odpowiedz
Aniapisze:3 lipca 2018 o 20:47Doskonałe!!Odpowiedz
Pingback:Goście idą, czyli wykwintna kolacja! – VegeMajka
Agnieszkapisze:22 czerwca 2019 o 19:33Wyszła genialnie. Nie miałam pestek dyni, więc dodałam pinie i słonecznik. Rewelacja.Odpowiedz
Patpisze:23 czerwca 2019 o 20:14O mamo! Jakie to doskonałe! Spodziewałam się zupełnie innych smaków a tu niespodzianka: treściwe, bogate i tak! Znika w mgnieniu oka. Mam już powód, by po sezonie tęsknić za czereśniami.Odpowiedz
Aga Aupisze:26 czerwca 2019 o 22:40Ta sałatka jest sztosem! ?Odpowiedz
Mariannapisze:29 czerwca 2019 o 15:35pyszna!!!Odpowiedz
Zosiapisze:8 lipca 2019 o 13:36Uwielbiam tę sałatkę – robię ją od kilku lat, przepis wypatrzyłam na jakimś zachodnim blogu i mocno polecam dodanie ugotowanego buraka oraz bobu, tak jak było w oryginale – fenomenalne połączenie. Fajnie, że o niej przypomniałaś 🙂OdpowiedzMartapisze:8 lipca 2019 o 20:38Zosiu, nie znam sałatki o której mówisz, dzięki za podzielenie się!Odpowiedz
Martapisze:8 lipca 2019 o 20:38Zosiu, nie znam sałatki o której mówisz, dzięki za podzielenie się!Odpowiedz
Margolapisze:7 sierpnia 2019 o 13:50Zamiast kolendry użyłam rukoli. Pyszna.Odpowiedz
Olgapisze:2 czerwca 2020 o 12:41To będzie moja sałatka! Przynajmniej w sezonie czereśniowym. Przepyszna!!!Odpowiedz
Krzysztof Jerzynapisze:18 czerwca 2020 o 13:47Słyszał ktoś o Yarrowia Lipolytica?? Polecane jest bardzo.Odpowiedz
Beatapisze:7 lipca 2020 o 08:16Zrobione! Zaskakujące i pyszne połączenie!Odpowiedz
Auxiliapisze:21 lipca 2020 o 18:58Bardzo ciekawy przepis 🙂 wypróbowałam ostatnio i sałatka wyszła przepyszna. Szybko zniknęła z talerzy nawet naszych dzieci, które trudno przekonać do warzyw i owoców. Lubię Twoje przepisy, zawsze łączysz ze sobą takie smaki, których sama bym nie połączyła. Zawsze rezultat jest zaskakujący 🙂 na pewno jeszcze zajrzę na Twojego bloga:-)Odpowiedz
Annepisze:5 stycznia 2021 o 13:01Plot twists! W sezonie nie-czereśniowym świetnie sprawdza się tu mango! ?Odpowiedz"
Sałatka z czereśni i awokado,Przystawki,,,
Puszyste ciasto z truskawkami,Przystawki,,,
Pieczony kalafior z orzechami,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2017/06/IMG_3332-2_male-600x900.jpg,"1 kalafior 2 – 3 łyżki oleju, z pestek winogron lub innego jak do smażenia 1/4 łyżeczki płatków chili 1/4 łyżeczki soli; 1/2 szklanki orzechów laskowych; 1/4 czerwonej cebuli 15 pomidorków koktajlowych 1/4 pęczka pietruszki 2 łyżki kaparów; 2 łyżki soku z cytryny 2 łyżki oliwy z oliwek 1/2 łyżeczki syropu z agawy sól i czarny pieprz","Piekarnik rozgrzać do 200 stopni. Kalafiora przy pomocy małego nożyka podzielić na różyczki, a pozostałą łodygę pokroić w grubą kostkę i wszystko wrzucić do dużej miski. Do miski dodać olej, sól oraz chili i wszystko bardzo dokładnie natrzeć dłońmi, masując kalafiora przez kilkanaście sekund.
Tak przygotowanego przerzucić na dużą blachę wyłożoną papierem do pieczenia i piec przez 20 – 25 minut. Miski, w której był nacierany kalafior nie myć tylko odstawić na bok – przyda się na końcu.
Bardzo mocno rozgrzać patelnię. Wsypać orzechy laskowe i prażyć je do momentu, aż będą mocno rumiane i intensywnie pachnące. Przesypać je wtedy na kuchenną ściereczkę i pocierać nią tak długo, aż z orzechów zejdzie skórka.
Cebulę pokroić w cienkie plasterki, pomidorki pokroić na połówki, kapary oraz pietruszkę posiekać, a obrane ze skórki orzechy laskowe pokroić na połówki.
Gdy minie czas i kalafior będzie upieczony, podzielić go na mniejsze kawałki i przełożyć do naszykowanej miski. Dodać do niego wszystkie pozostałe składniki i dokładnie wymieszać. Na koniec doprawić do smaku solą oraz pieprzem i podawać – wspaniale smakuje na zimno i na gorąco."
Wegański Cezar ze szparagami,Przystawki,,,
Pomidorowa z kalafiorowym ryżem,Przystawki,,,
Gruszki z czekoladą pod orzechową kruszonką,Przystawki,,,
Flaczki z boczniaków pomidorowe,Przystawki,,,
Wegańska sałatka Cezar,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/12/IMG_9274-2-copy_male-600x900.jpg,"2 duże sałaty rzymskie 1 puszka ciecierzycy / 400 ml olej sól; Sos: ½ szklanki aquafaby, czyli wody z puszki ciecierzycy 4 łyżki płatków drożdżowych, do kupienia tutaj 1 ½ łyżki octu lub soku z cytryny 1 łyżka kaparów 1 łyżeczka musztardy ½ łyżeczki soli ½ łyżeczki syropu z agawy lub dowolnego innego słodzika 1 ząbek czosnku, nieduży; ½ szklanka oleju ½ – ¾ szklanki oliwy","Puszkę ciecierzycy otworzyć, płyn odlać do wysokiego naczynia ręcznego blendera i odmierzyć ½ szklanki. Resztę odlać.
Do naczynia blendera dodać wszystkie składniki poza olejem oraz oliwą i blendować na najwyższych obrotach blendera przez 3 minuty. Po tym wciąż blendując powoli wlewać olej, a następnie powoli wlewać oliwę aż do momentu, kiedy sos osiągnie odpowiednią konsystencję. Odstawić do lodówki.
Sałatę podrzeć, umyć i dokładnie osuszyć. W trakcie gdy schnie na dnie patelni rozgrzać małą ilość oleju, wrzucić odsączoną ciecierzycę wraz ze sporą szczyptą soli i smażyć przez 3 – 4 minuty do momentu, aż lekko się zarumieni.
Osuszoną sałatę wrzucić do dużej miski, wlać sos i bardzo dokładnie wymieszać. Przełożyć na półmisek, obsypać podsmażoną ciecierzycą i podawać. Smakuje równie dobrze od razu jak i po kilku godzinach."
Wegańskie pancakes doskonałe,Przystawki,,,
Bakłażany po kaszubsku,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/12/IMG_7859_male-600x900.jpg,"1 kg bakłażana olej taki jak do smażenia sól; 3 cebule 2 łyżki rodzynek 5 goździków 4 ziarna ziela angielskiego 4 liście laurowe ¼ łyżeczki soli spora szczypta czarnego pieprzu olej do smażenia; 4 łyżki koncentratu pomidorowego 1 łyżka octu 1 łyżeczka cynamonu ½ łyżeczki majeranku ¼ szklanki wody; oraz: olej rzepakowy z pierwszego tłoczenia lub olej lniany z pierwszego tłoczenia, ziarna gorczycy, liście laurowe","Piekarnik rozgrzać do 200 stopni. Bakłażany pokroić wzdłuż na pasy o grubości około 1 cm, ułożyć na dużej blasze, każdego nasmarować olejem i obficie obsypać solą. Następnie obrócić, każdego ponownie posmarować i ponownie obsypać solą. Wsunąć do gorącego piekarnika i piec przez 15 – 20 minut.
W międzyczasie cebule pokroić w półksiężyce. Na dnie dużej patelni rozgrzać olej, dodać cebulę wraz z rodzynkami, goździkami, zielem angielskim, liśćmi laurowymi, solą oraz szczyptą czarnego pieprzu. Smażyć na niewielkim ogniu przez 5 – 8 minut.
Do miękkiej cebuli dodać pozostałe składniki, wymieszać i dusić na średnim ogniu do momentu, aż woda odparuje i sos zgęstnieje. Na koniec spróbować i w razie potrzeby dodać więcej soli lub pieprzu oraz wyłowić wszystkie przyprawy.
Do każdego bakłażana wkładać łyżkę farszu i następnie zawijać w roladkę. Kiedy wszystkie roladki będą gotowe włożyć je ciasno do naczynia, zalać olejem, wsypać 2 łyżki gorczycy oraz kilka liści laurowych. Przykryć folią, dociążyć umiarkowanym ciężarem i włożyć do lodówki. Po kilku godzinach w lodówce można je podawać na stół, ale im dłużej się marynują, tym są lepsze."
"Briam, greckie pieczone warzywa",Przystawki,,,
Jabłka faszerowane kiszoną kapustą,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/12/IMG_8073-2-copy_male-600x900.jpg,2 cytryny 6 – 8 jabłek odmiany szara reneta lub innej podobnej; ½ cebuli 2 liście laurowe 4 goździki 2 owoce jałowca 2 ziarna ziela angielskiego 1 łyżeczka tymianku 1 łyżeczka majeranku; 300 g kiszonej kapusty 1 łyżka suszonej żurawiny ½ szklanki ugotowanej soczewicy 10 suszonych grzybów sól i czarny pieprz; ¾ – 1 szklanki wody; oraz: olej do posmarowania jabłek przed pieczeniem,"Wycisnąć sok z cytryn i przelać do miseczki. Następnie przy pomocy łyżeczki do melonów wydrążyć jabłka tak, aby ścianka jabłka miała grubość około 1 – 1,5 cm, wnętrze jabłek obficie skropić sokiem z cytryny. Twardą część z ogryzkiem wyrzucić, a pozostałą odkładać do miski również skrapiając sokiem z cytryny. „Czapeczki” z wierzchu jabłka pozostawić.
Cebulę pokroić w kostkę. Na dnie garnka rozgrzać olej, dodać pokrojoną w kostkę cebulę oraz wszystkie przyprawy. Smażyć przez 2 minuty po czym dodać wszystkie pozostałe składniki, za wyjątkiem wody. Smażyć przez 5 minut, po czym wlać wodę i gotować pod przykryciem na małym ogniu przez przynajmniej 30 – 45 minut. W połowie gotowania sprawdzić, czy nie należy dolać więcej wody.
Piekarnik rozgrzać do 180 stopni. Do wydrążonych jabłek dodać ugotowaną kapustę, następnie jabłka przykryć pozostawioną „czapeczką” i posmarować lekko olejem. Tak przygotowane zapiekać przez 12 – 18 minut. Podawać gorące bez żadnych dodatków lub z chlebem, kaszą gryczaną albo inną ulubioną."
Boczniaki z żurawiną,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/12/IMG_7762_male-600x900.jpg,"500 g boczniaków 2 łyżki oleju roślinnego, takiego jak do smażenia sól; ¼ szklanki oleju z pierwszego tłoczenia, rzepakowego lub lnianego 3 łyżki octu 1 łyżka syropu z agawy 2 łyżki sosu sojowego 2 liście laurowe 7 goździków 4 ziarna pieprzu 1 ziele angielskie ⅓ łyżeczki soli; ⅔ szklanki żurawiny 1 czerwona cebula","Przygotowania najlepiej zacząć noc wcześniej. Piekarnik rozgrzać do 200 stopni. Boczniaki pokroić na nieduże kawałki wzdłuż blaszek. Następnie przesypać na blachę wyłożoną papierem do pieczenia, polać olejem oraz obsypać solą i dokładnie natrzeć. Wsunąć do piekarnika i piec 18 – 20 minut.
W międzyczasie w miseczce dokładnie wymieszać wszystkie pozostałe składniki poza żurawiną oraz cebulą. Cebulę pokroić w cieniutkie półksiężyce.
Upieczone boczniaki wyjąć z piekarnika. Połowę włożyć do dużego pudełka lub słoja, zalać połową sosu, wsypać połowę pokrojonej cebuli oraz żurawiny. Następnie wyłożyć resztę boczniaków i czynność powtórzyć. Schłodzić na blacie, a następnie przełożyć do lodówki przynajmniej na jedną noc. Im dłużej będą stać, tym lepiej, wytrzymują z powodzeniem nawet dwa tygodnie. Podawać z chlebem na świąteczny stół."
Dal soczewicowy ze Sri Lanki,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/11/IMG_7256a-copy_male-600x900.jpg,350 g soczewicy czerwonej / 2 szklanki 2 ½ szklanki wody 1 ½łyżeczki kurkumy; Do podsmażenia: 1 duża cebula 1 ½ łyżeczki ziaren kuminu 1 łyżeczka kozieradki 1 łyżeczka czarnej gorczycy 30 świeżych liści curry / 3 łyżki suszonych liści curry ½ papryczki chili lub szczypta płatków chili 2 – 3 łyżki oleju; 1 puszka kokosowego mleczka / 400 ml sól,"Soczewicę dokładnie opłukać. Następnie przełożyć do garnka, dodać odmierzoną wodę oraz kurkumą i gotować pod przykryciem na niedużym ogniu do momentu, aż soczewica będzie lekko miękka, czyli około 10 minut.
Po upływie tego czasu cebulę pokroić w drobną kostkę, a na patelni mocno rozgrzać kilka łyżek oleju. Na olej wrzucić kumin, gorczycę, kozieradkę, chili oraz cebulę i smażyć przez 3 minuty, do momentu aż będzie przezroczysta i zacznie się lekko złocić. Następnie dodać liście curry, smażyć ostatnią minutę, a gorący olej wraz z przyprawami wlać do soczewicy.
Do garnka z soczewicą dodać kokosowe mleko, pół łyżeczki soli, doprowadzić do bulgotania i pozwolić się gotować ostatnie 5 minut. Na koniec doprawić do smaku solą, podawać z ryżem lub plackami."
Dal z czarnej soczewicy,Przystawki,,,
Zimowa caponata z selera,Przystawki,,,
"Tom kha, czyli zupa kokosowa",Przystawki,,,
Boczniaki po tajsku,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/11/IMG_73731-copy_male-600x900.jpg,"3 ząbki czosnku ½ – 1 papryczka chili, bez pestek olej ryżowy lub inny neutralny w smaku; 300 g boczniaków lub grzybów leśnych; 2 łyżki sosu sojowego 1½ łyżeczki trzcinowego cukru; pęczek tajskiej bazylii do podania: biały pieprz, ryż","Grzyby pokroić na mniejsze, równe kawałki. Chili oraz czosnek drobno posiekać. Na dnie woka lub dużej patelni mocno rozgrzać olej, dodać posiekany czosnek z chili i smażyć przez 10 sekund. Po tym czasie wrzucić grzyby, szybko przemieszać i pozwolić się smażyć. Utrzymywać duży ogień, starać się prawie wcale nie mieszać i smażyć przez 2 – 3 minuty.
Kiedy grzyby będą złociste i pachnące dodać sos sojowy oraz cukier, mocno zamieszać i smażyć kolejne 2 – 3 minuty co jakiś czas mieszając. Spróbować, czy danie smakuje odpowiednio, powinno być ostre i słono – słodkie. Na sam koniec dodać tajską bazylię, wymieszać i wyłączyć ogień pod patelnią. Oprószyć białym pieprzem i podawać z ryżem."
Fasolka po wietnamsku,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/09/IMG_5969_male.jpg,200 g fasolki ¼ łyżeczki soli; 1 łyżka oleju 1 duży ząbek czosnku 1 łyżka cukru; 1 łyżka octu ryżowego 1 łyżka sosu sojowego lub tamari,"W dużym garnku zagotować osoloną wodę, naszykować miskę z zimną wodą. W tym czasie oczyścić fasolkę – nie trzeba wcale odcinać dwóch końcówek, wystarczy jedynie odciąć stwardniałą część, jeśli taka jest. Gotową fasolką wrzucić do wrzątku, gotować 1 minutę po czym błyskawicznie wyłowić do miski z zimną wodą.
W tym czasie czosnek posiekać, na dnie woka lub patelni rozgrzać olej. Dodać czosnek wraz z cukrem i smażyć przez 30 sekund do czasu, aż cukier zacznie się lekko karmelizować, a następnie wlać sos sojowy i ocet ryżowy. Szybko zamieszać, wrzucić odcedzoną fasolkę i mieszać, aby pokryła się sosem przez 2 – 4 minuty.
Podawać jako przystawkę, dodatek do dań głównych lub z ryżem i smażonymi nerkowcami jako danie główne. Wspaniale smakuje następnego dnia posypana dużą ilością szczypiorku."
Ajvar doskonały,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/09/IMG_4576-copy_male_ready-600x900.jpg,"6 czerwonych papryk 1 bakłażan; 1 łyżka koncentratu pomidorowego 1 łyżka octu lub soku z cytryny ¼ łyżeczki cukru trzcinowego lub syropu z agawy ząbek czosnku posiekany, opcjonalnie olej do smażenia sól","Odpalić wszystkie palniki kuchenki gazowej. Papryki i bakłażana po prostu oprzeć na palnikach w taki sposób, aby jak największa część papryki była przypalana. Obracać co kilka minut, by papryki równie się opaliły i opalać do momentu, aż całe będą przypalone jak na zdjęciu poniżej. Im bardziej będą spalone, tym lepiej – będą smaczniejsze i łatwiej będzie się je obierać. Cały proces w zależności od wielkości palników zajmuje 15 – 20 minut.
Kiedy warzywa są odpowiednio przypalone zdjąć z ognia i odstawić na kilka minut do wystudzenia. Naszykować miseczkę z wodą, kilka papierowych ręczników i zdjąć z warzywa całą spaloną skórkę, co jakiś czas mocząc dłonie w wodzie dla ułatwienia.
Papryki pokroić w grube plastry, bakłażana pokroić w grubą kostkę. Na dnie garnka rozgrzać sporą ilość oleju, dodać pokrojone warzywa i smażyć przez 5 – 8 minut, do czasu aż papryki zmiękną. Następnie dodać wszystkie pozostałe składniki, smażyć kolejne 5 minut. Na koniec doprawić do smaku solą.
Ajvar delikatnie zblendować blenderem – najlepszy jest, gdy są w nim wyczuwalne kawałki całych warzyw. Przełożyć do słoików i pasteryzować lub włożyć do dużego pojemnika i jeść z kanapkami, burgerami, pieczonymi warzywami, sałatkami lub po prostu wyjadać łyżką."
"Mamba, czyli najlepsze masło orzechowe",Przystawki,,,
Coleslaw z żurawiną,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/07/IMG_2297-copy-copy-600x900.jpg,"½ kapusty, młodej lub zimowej 1 łyżka cukru trzcinowego 1 łyżka soli; 1 cebula, mała 1 marchewka ½ pęczka szczypiorku ¼ szklanki suszonej żurawiny sól i czarny pieprz; ½ szklanki wegańskiego majonezu, na przykład z tego przepisu; opcjonalnie: 1 łyżeczka chrzanu, 1/2 łyżeczki musztardy","Kapustę posiekać, głąb kapusty zetrzeć na tarce. Włożyć do dużej miski, dodać 1 łyżkę cukru, 1 łyżką soli i wlać tyle zimnej wody, żeby przykryła całą kapustę. Jeśli używacie młodej kapusty pozostawić na 15 – 30 minut, jeśli zimowej na 30 – 45 minut.
W międzyczasie cebulę pokroić w ćwierć okręgi, marchewkę zetrzeć na tarce, a szczypiorek posiekać.
Do kapusty dodać majonez, chrzan i musztardę jeśli używamy, oraz pokrojone warzywa wraz z żurawiną i dokładnie wymieszać. Doprawić do smaku solą i pieprzem."
Mistrzowska sałatka z bobu i awokado,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/07/IMG_3387-copy-600x900.jpg,500 g bobu; ¼ czerwonej cebuli 5 suszonych pomidorów 5 pomidorków koktajlowych; ½ dojrzałego awokado 1 – 2 łyżki soku z cytryny; 2 łyżki oliwy 1 łyżka soku z cytryny 1 łyżeczka syropu klonowego ¼ łyżeczki papryki wędzonej sól i czarny pieprz do podania: pietruszka,"W garnku zagotować delikatnie osoloną wodę. Dodać bób i gotować do miękkości, czyli w zależności od wielkości ziaren około 10 – 18 minut.
W międzyczasie cebulę posiekać w kostkę, suszone pomidory pociąć na paseczki, a pomidory koktajlowe pokroić na ćwiartki. Awokado pokroić w grubą kostkę i obficie skropić sokiem z cytryny.
Ugotowany bób odcedzić i zostawić na kilka minut do przestudzenia. W tym czasie wymieszać składniki dressingu i posiekać pietruszkę.
Przestudzony bób wyłuskać, następnie przełożyć do dużej miski, dodać pokrojone warzywa, dressing i wszystko delikatnie wymieszać. Podać z mnóstwem posiekanej pietruszki."
Bób z tofu po koreańsku,Przystawki,,,
Mielone kalafiorowe,Przystawki,https://www.jadlonomia.com/wp-content/uploads/2016/07/IMG_3255_s-600x900.jpg,"2 ½ szklanki startego kalafiora / ½ kalafiora 1 duża cebula 1 ząbek czosnku; 1 ½ szklanki ugotowanej kaszy jaglanej / ¾ szklanki suchej kaszy jaglanej ½ szklanki ziaren słonecznika, podprażonych na suchej patelni i posiekanych ¼ szklanki mąki ziemniaczanej ¼ szklanki oleju 2 łyżki sosu sojowego ½ łyżeczki syropu z agawy 1 ½ – 2 łyżeczki pieprzu ziołowy sól i czarny pieprz","Piekarnik rozgrzać do 180 stopni, blachę do pieczenia wyłożyć papierem. Kalafiora wraz z łodygą zetrzeć na dużych oczkach tarki, cebulę zetrzeć na dużych oczkach tarki, a czosnek na małych oczkach. Wszystko przełożyć do bardzo dużej miski.
Do startych warzyw dodać pozostałe składniki i wszystko przy pomocy rąk porządnie zagnieść w zwartą masę, w razie potrzeby dolać łyżkę oleju więcej. Na koniec doprawić do smaku.
Umyć ręce i czystymi dłońmi formować równe, zwarte kotlety. Gotowe układać na blasze i piec przez 20 – 25 minut na złoty kolor, następnie obrócić i piec kolejne 5 minut. Podawać jak u babci z ziemniaczkami i buraczkami, albo tak jak mieszczuchy w bułce z musztardą i keczupem. Wspaniale smakują następnego dnia na zimno."
