title,image_url,ingredients,instructions,category
Wegańska tarta quiche z grzybami,http://ervegan.com/wp-content/uploads/2021/10/weganska-tarta-quiche-z-grzybami-ervegan-blog-3.jpg,"['Składniki na niską formę 24cm:1 opakowanie ciasta francuskiego (lub porcja wytrawnego ciasta kruchego)400g grzybów: po 200g kurek i pieczarek1 średnia biała cebula2 ząbki czosnku1 zielona papryka3 łodygi selera naciowego2 łyżki oleju rzepakowego lub oliwy z oliwek2 kostki tofu po 180g1 łyżka soku z cytryny¼ szklanki płatków drożdżowych2 łyżki mąki z ciecierzycy½–¾ szklanki wodysól, pieprzdo podania: świeże ziołaWydrukuj przepis', '1. Formę na ciasto wyłóż papierem do pieczenia oraz wybranym przez siebie ciastem.2. W większej misce zmiksuj: tofu, sok z cytryny, płatki drożdżowe i mąkę z ciecierzycy z ½ szklanki wody.3. W głębszej patelni rozgrzej tłuszcz i podsmaż posiekaną cebulę oraz czosnek. Kolejno podsmaż pokrojonego w kostkę selera naciowego i paprykę – dopraw lekko solą i pieprzem. Warzywa dodaj do miski z tofu, a na patelni podsmaż kolejno pokrojone w mniejsze kawałki grzyby. Na koniec je również dodaj do masy z tofu.4. W zależności, czy masa z tofu jest bardzo gęsta, dodaj pozostałą wodę iporządniedopraw całą masę solą i pieprzem (szczególnie tym drugim). Dobrze wymieszaj i przelej całość na wcześniej przygotowane ciasto.5. Tartę piecz przez około 45 minut w 200°C, aż jej środek będzie ścięty – ale jednak uważaj, aby jej zbytnio nie wysuszyć (będzie się wtedy kruszyć). Odczekaj aż lekko ostygnie i smacznego! Podawaj z dużą porcją świeżych ziół.']","['1. Formę na ciasto wyłóż papierem do pieczenia oraz wybranym przez siebie ciastem.2. W większej misce zmiksuj: tofu, sok z cytryny, płatki drożdżowe i mąkę z ciecierzycy z ½ szklanki wody.3. W głębszej patelni rozgrzej tłuszcz i podsmaż posiekaną cebulę oraz czosnek. Kolejno podsmaż pokrojonego w kostkę selera naciowego i paprykę – dopraw lekko solą i pieprzem. Warzywa dodaj do miski z tofu, a na patelni podsmaż kolejno pokrojone w mniejsze kawałki grzyby. Na koniec je również dodaj do masy z tofu.4. W zależności, czy masa z tofu jest bardzo gęsta, dodaj pozostałą wodę iporządniedopraw całą masę solą i pieprzem (szczególnie tym drugim). Dobrze wymieszaj i przelej całość na wcześniej przygotowane ciasto.5. Tartę piecz przez około 45 minut w 200°C, aż jej środek będzie ścięty – ale jednak uważaj, aby jej zbytnio nie wysuszyć (będzie się wtedy kruszyć). Odczekaj aż lekko ostygnie i smacznego! Podawaj z dużą porcją świeżych ziół.']",Śniadania
Chrupiące krążki z jabłek,https://ervegan.com/wp-content/uploads/2019/08/chrupiace-krazki-z-jablek-ervegan-lidl-2.jpg,[],[],Śniadania
Domowa wegańska margaryna,http://ervegan.com/wp-content/uploads/2019/05/ervegan-weganska-margaryna-2.jpg,[],[],Śniadania
Najlepszy wegański omlet,http://ervegan.com/wp-content/uploads/2017/05/weganski-omlet-ervegan-9692.jpg,[],"['1. Przygotuj mieszankę z ciecierzycy wedługtego przepisu. Możesz wymieszać jej wszystkie składniki i trzymać przez długi czas w szczelnie zamkniętym słoiku, a w razie przygotowywania omletu – mieć ją pod ręką.2. Mieszankę zalej wodą w proporcjach 1:1, dodaj do niej pokruszone w dłoniach tofu (lub ugniecione widelcem na kawałki przypominające ścięte białko jaja) oraz pokrojone w małe kawałki warzywa (pieczarki, paprykę, cebulę i inne). Wszystko porządnie wymieszaj mieszadłem i dodaj ewentualnie więcej wody, aby masa miała lekko płynną, ale gęstą konsystencję.3. Na dobrej patelni (około 18–20 cm średnicy) z nieprzywierającą powłoką rozgrzej olej i wlej połowę masy na omlet – wyrównaj powierzchnię masy i na początku smaż na większym ogniu, aby masa od spodu się ścięła. Po minucie zmniejsz ogień i przykryj patelnię dużą pokrywką, aby ścięła się góra omletu.4. Gdy masa z wierzchu będzie ścięta – obróć omlet na drugą stronę, najlepiej podrzucając patelnię lub odstawiając omlet najpierw na talerz, a potem wrzucając go na patelnię drugą stroną. Podsmaż przez kilka minut, aż będzie chrupiący z obu stron – jednak nie za długo, aby nie wysechł.5. Tak przygotowany omlet przełóż na talerz, rozłóż na nim ulubione warzywa i sałaty, a następnie złóż na pół jak naleśnika. Możesz dodać sos na bazie octu balsamicznego lub kilka kropel oliwy i gotowe. Smacznego!']",Śniadania
Pieczarkowa pasta z soczewicy,https://ervegan.com/wp-content/uploads/2017/02/pieczarkowa-pasta-z-soczewicy-braun-ervegan-8932.jpg,[],[],Śniadania
Wiosenny twarożek z czosnkiem niedźwiedzim,http://ervegan.com/wp-content/uploads/2016/04/HZ-czosnek-niedzwiedzi-pasta-2259-3.jpg,[],[],Śniadania
Pasta bezjajeczna z tofu i ciecierzycy,http://ervegan.com/wp-content/uploads/2016/03/pasta-bez-jajecznablogfeat-1565.jpg,[],[],Śniadania
Krakersy zmieniające życie – doskonałe,http://ervegan.com/wp-content/uploads/2016/01/krakersy-zmieniajace-zycie-9369-3.jpg,"['Składnikina dwie blachy krakersów:1 szklanka pestek słonecznika½ szklanki całych ziaren siemienia lnianego (używam złotego)½ szklanki pestek z dyni4 łyżki ziaren sezamu (użyłem czarnego)1½ – 2 szklanki płatków owsianych górskich2 łyżki nasion chiaokoło 1½ szklanki wody1 łyżeczka syropu klonowego lub z agawy (opcjonalnie)2 – 3 łyżki oleju kokosowego1 łyżeczka soliulubione przyprawy i ziołaWydrukuj przepis', '1. W misce wymieszaj wszystkie suche składniki (pestki dyni możesz posiekać). W\xa0drugiej\xa0połącz wszystkie mokre wraz z roztopionym olejem kokosowym.2. Dodaj składniki mokre do suchych i porządnie wymieszaj wszystko łyżką. Mieszaj,\xa0aż\xa0nasiona i płatki pochłoną wodę, a ciasto będzie dość gęste (wręcz smarownej konsystencji). Odstaw miskę, aż ciasto pochłonie cała wodę, na około 1 – 2 godziny.3. Po tym czasie podziel ciasto na dwie części. W tym momencie możesz dodać jeszcze dodatkowe przyprawy, aby wykonać dwa różne smaki krakersów.4. Jedną z części ciasta przełóż na blachę wyłożoną papierem do pieczenia i wałkiem owiniętym folią spożywczą, rozwałkuj ciasto na około 3 mm grubości.\xa0Ciasto\xa0pokrój\xa0na podłużne prostokąty, małe kwadraciki lub fikuśne trójkąty – pełna dowolność!5. Blachę wstaw do nagrzanego piekarnika na 180°C i piecz krakersy przez około 20 minut. Po tym czasie odwróć je na drugą stronę i piecz jeszcze przez około 10 minut, aż będą rumiane (przypalone smakują jeszcze lepiej…). Pozostaw do ostygnięcia, a\xa0potem\xa0podawaj je z ulubionymi sosami, hummusem albo zajadaj prosto ze słoika!Smacznego!']","['1. W misce wymieszaj wszystkie suche składniki (pestki dyni możesz posiekać). W\xa0drugiej\xa0połącz wszystkie mokre wraz z roztopionym olejem kokosowym.2. Dodaj składniki mokre do suchych i porządnie wymieszaj wszystko łyżką. Mieszaj,\xa0aż\xa0nasiona i płatki pochłoną wodę, a ciasto będzie dość gęste (wręcz smarownej konsystencji). Odstaw miskę, aż ciasto pochłonie cała wodę, na około 1 – 2 godziny.3. Po tym czasie podziel ciasto na dwie części. W tym momencie możesz dodać jeszcze dodatkowe przyprawy, aby wykonać dwa różne smaki krakersów.4. Jedną z części ciasta przełóż na blachę wyłożoną papierem do pieczenia i wałkiem owiniętym folią spożywczą, rozwałkuj ciasto na około 3 mm grubości.\xa0Ciasto\xa0pokrój\xa0na podłużne prostokąty, małe kwadraciki lub fikuśne trójkąty – pełna dowolność!5. Blachę wstaw do nagrzanego piekarnika na 180°C i piecz krakersy przez około 20 minut. Po tym czasie odwróć je na drugą stronę i piecz jeszcze przez około 10 minut, aż będą rumiane (przypalone smakują jeszcze lepiej…). Pozostaw do ostygnięcia, a\xa0potem\xa0podawaj je z ulubionymi sosami, hummusem albo zajadaj prosto ze słoika!Smacznego!']",Śniadania
Awokado tost na 3 sposoby,http://ervegan.com/wp-content/uploads/2016/01/tost-z-awokado-9218-2.jpg,[],"['1.\xa0Buraka upiecz w folii aluminiowej w piekarniku\xa0nagrzanym do 220°C, aż będzie miękki. Obierz ge ze skóry i pokrój na plastry, a następnie w paski.2. Marchew pokrój w cieniutkie plasterki i podduś na odrobinie oleju, a następnie dodaj 1\xa0–\xa02\xa0łyżeczki syropu z agawy, doprowadź do odparowania płynu i skarmelizowania marchewek.3. Tofucznicę przygotuj wgprzepisu.4. Z awokado wydrąż miąższ usuwając pestkę, przełóż do miski wraz z sokiem z cytryny i rozrób widelcem, aż do uzyskania smarownej konsystencji – grudki i tak są spoko! Dopraw solą i pieprzem.5. Przed podaniem chleb podgrzej na patelni, kilka minut w piekarniku\xa0lub po prostu w tosterze. Na każdej kromce rozsmaruj widelcem pastę z awokado i układaj na niej poszczególne dodatki. Oprósz solą, pieprzem i ulubionymi ziołami.Smacznego!']",Śniadania
Prosty paprykarz z kaszy jaglanej,http://ervegan.com/wp-content/uploads/2015/11/paprykarz-wegetarianski-8191.jpg,"['Składnikina średni słoik (kilka kanapek):¾ szklanki suchej kaszy jaglanej2\xa0szklanki marchewki lub selera, startej na grubych oczkach1 średnia biała cebula3 łyżeczki dobrego koncentratu pomidorowego2 łyżeczki łagodnego oleju (rzepakowego, słonecznikowego)1 łyżeczka sosu sojowego tamari lub ciemnego½ łyżeczki ziela angielskiego mielonego1 łyżeczka papryki wędzonej słodkiej (lub zwykłej ostrej)1–2 łyżkipłatków drożdżowychsól i pieprzWydrukuj przepis', '1. Cebulę posiekaj i podsmaż na oleju na rozgrzanej patelni. Dodaj do tego startą marchew i duś przez kilka minut.2. Kaszę jaglaną ugotuj na półsypko z 1½–2 szklankami wody. Przygotuj ją tak, jak lubisz: jeśli wolisz konsytencję bardziej płynnej pasty, dodaj więcej wody; jeśli wolisz\xa0wyczuwalne ziarenka kaszy – dodaj mniej. Ja zdecydowanie wybieram drugą opcję, co widać na zdjęciach. A jeśli chcesz, aby paprykarz jednak przypominał gładką pastę – lekko rozgotuj kaszę.3. Do podduszonej marchewki z cebulą dodaj kaszę jaglaną, przyprawy i przecier pomidorowy. W razie potrzeby, gdyby kasza za bardzo zagęszczała konsystencję, dodawaj po odrobinie wody. Wszystko dokładnie wymieszaj i dopraw solą oraz pieprzem.4. Paprykarz gotowy! Przełóż go do słoika albo od razu zajadaj z bułką na zakwasie.Smacznego!']","['1. Cebulę posiekaj i podsmaż na oleju na rozgrzanej patelni. Dodaj do tego startą marchew i duś przez kilka minut.2. Kaszę jaglaną ugotuj na półsypko z 1½–2 szklankami wody. Przygotuj ją tak, jak lubisz: jeśli wolisz konsytencję bardziej płynnej pasty, dodaj więcej wody; jeśli wolisz\xa0wyczuwalne ziarenka kaszy – dodaj mniej. Ja zdecydowanie wybieram drugą opcję, co widać na zdjęciach. A jeśli chcesz, aby paprykarz jednak przypominał gładką pastę – lekko rozgotuj kaszę.3. Do podduszonej marchewki z cebulą dodaj kaszę jaglaną, przyprawy i przecier pomidorowy. W razie potrzeby, gdyby kasza za bardzo zagęszczała konsystencję, dodawaj po odrobinie wody. Wszystko dokładnie wymieszaj i dopraw solą oraz pieprzem.4. Paprykarz gotowy! Przełóż go do słoika albo od razu zajadaj z bułką na zakwasie.Smacznego!']",Śniadania
Najlepszy śniadaniowy twarożek z tofu,http://ervegan.com/wp-content/uploads/2015/08/twarozek-z-tofu-5464.jpg,"['Składniki:1 kostka (180g) tofu naturalnegopęczek rzodkiewek (2–3 możesz zostawić na kanapkę)3 sztuki dymki wraz ze szczypiorem2–3 łyżeczki mleka kokosowego (lub śmietanki kokosowej)sok z połowy cytrynyodrobina wody (opcjonalnie)sól, pieprzWydrukuj przepis', '1. Tofu dokładnie pokrusz w dłoniach na małe strzępki, bądź ugnieć widelcem.2. Pokrojoną w małą kostkę rzodkiew i cebulkę dodaj do tofu razem z posiekanym szczypiorem.3. Dodaj mleko kokosowe oraz odrobinę soku z cytryny i porządnie zamieszaj, w razie potrzeby dodaj wody, lub więcej mleka.4. Popraw porządnie pieprzem oraz solą i odstaw na kilka minut, aż smaki się połączą.5. Gotowe! Twarożek smaruj na kanapki, bądź zajadaj prosto widelcem z miseczki, przegryzając razowym chlebem.']","['1. Tofu dokładnie pokrusz w dłoniach na małe strzępki, bądź ugnieć widelcem.2. Pokrojoną w małą kostkę rzodkiew i cebulkę dodaj do tofu razem z posiekanym szczypiorem.3. Dodaj mleko kokosowe oraz odrobinę soku z cytryny i porządnie zamieszaj, w razie potrzeby dodaj wody, lub więcej mleka.4. Popraw porządnie pieprzem oraz solą i odstaw na kilka minut, aż smaki się połączą.5. Gotowe! Twarożek smaruj na kanapki, bądź zajadaj prosto widelcem z miseczki, przegryzając razowym chlebem.']",Śniadania
Najłatwiejsza pasta z czerwonej fasoli,https://ervegan.com/wp-content/uploads/2015/05/pasta-z-fasoli-ervegan-blog-1.jpg,[],[],Śniadania
Ulubiona kanapka z tofucznicą,http://ervegan.com/wp-content/uploads/2015/02/IMG_1531.jpg,[],"['1. Przygotuj tofucznicę wg przepisu.2. Bułkę przekrój i posmaruj ulubioną pastą, lub wegańską margaryną.3. Liście szpinaku ułóż na dolnej części kanapki, nałóż tofucznicę, a następnie pokrojonego w plastry pomidora i posyp szczypiorkiem. Dopraw solą oraz pieprzem i przykryj drugą częścią bułki. Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Śniadania
Najlepsza pasta z awokado z wędzoną papryką,https://ervegan.com/wp-content/uploads/2015/01/IMG_1250.jpg,[],[],Śniadania
Wegański omlet – gotowy mix z ciecierzycy,https://ervegan.com/wp-content/uploads/2015/01/IMG_1088.jpg,[],[],Śniadania
Idealny twarożek z orzechów nerkowca,https://ervegan.com/wp-content/uploads/2015/01/IMG_0894.jpg,['Składnikina jeden średni słoik:250g orzechów nerkowca (niecałe dwie szklanki)sok z 1 cytryny½ łyżeczki solipieprzWydrukuj przepis'],"['1. Nerkowce namocz w miękkiej wodzie przez całą noc.Czas można skrócić do kilku godzin, ale czym dłużej tym lepiej!2. Namoczone nerkowce przełóż do naczynia wysokoobrotowego, mocnego blendera – albo wysokiego wąskiego naczynia blendera ręcznego. Dodaj sok z cytryny. Zmiksuj na najwyższych obrotach do uzyskania bardzo gładkiej konsystencji.Dopraw do smaku solą i pieprzem i ponownie zmiksuj do wymieszania się masy.3. Zajadaj z żytnim razowym chlebem, szczypiorem i pomidorem, smacznego!']",Śniadania
Chrupiąca pasta z białej fasoli – wegański smalec,https://ervegan.com/wp-content/uploads/2014/12/IMG_0637.jpg,[],[],Śniadania
Prosta pasta z bobu z kolendrą,http://ervegan.com/wp-content/uploads/2014/07/1404305508.589569.4-1.jpg,"['1. Ugotuj bób do miękkości w lekko osolonej wodzie. Obierz z łupinek.2. Bób umieść wraz z sokiem cytryny w wysokim i wąskim naczyniu. Dodaj zioła, ewentualne dodatki i podlej odrobiną wody (ok. 2 łyżeczek).3. Ręcznym blenderem zmiksuj wszystko na gładką pastę. Podczas miksowania dodawaj pojedynczymi łyżkami wodę aż do uzyskania odpowiedniej konsystencji. Dopraw do smaku.4. Podawaj z chrupkim pieczywem, kukurydzianymi nachos albo jako gęste purée do warzywnych kotlecików. Smacznego!']",[],Śniadania
Tofucznica z jarmużem i pieczarkami,http://ervegan.com/wp-content/uploads/2014/07/1405856421.576955.55.jpg,"['Składnikina 2 średnie porcje:200g tofuokoło 6 większych pieczarek (wspaniale sprawdzą się tutaj kurki, garść na porcję)2 garści oberwanych liści jarmużu od łodygi i grubszych włókien (może być to również szpinak)1-2 pomidoryolej roślinny do smażenia⅔ łyżeczki czarnej soli / kala namak2 łyżeczki płatków drożdżowychszczypta kurkumy (opcjonalnie, dla koloru – uwaga by nie przesadzić, gdyż tofucznica będzie gorzka)½ łyżeczki czosnku w proszkusól i pieprz do smakuWydrukuj przepis', '1. Na większej patelni rozgrzej olej i podsmaż na nim wcześniej umyte i pokrojone w ćwiartkę pieczarki.2. Gdy pieczarki się smażą, przygotuj mieszankę przypraw, pokrój pomidory w kostkę, przygotuj jarmuż i tofu.3. Jeśli pieczarki nabrały już rumieńców, dodaj do nich tofu rozdrabniając je w palcach i mieszankę przypraw. Po 3-4 minutach smażenia dodaj jarmuż i duś całość\xa0aż zmięknie (możesz dodać odrobinę wody, nie powinno zając to więcej niż 3 minuty).4. Zdejmij patelnię z palnika, dodaj pomidory, dopraw solą i pieprzem do smaku.5. Gotowe. Posyp tofucznicę listkami świeżej bazylii z parapetu lub ogródka, podawaj z razowym żytnim chlebem. Smacznego!']",[],Śniadania
Najszybsza pasta do chleba,http://ervegan.com/wp-content/uploads/2014/07/1405519574.961844.7.jpg,[],[],Śniadania
Pieczona dynia z blachy,https://ervegan.com/wp-content/uploads/2024/10/blog.jpeg,[],[],Dania główne
Zimowy wegański burger,https://ervegan.com/wp-content/uploads/2024/01/burger.jpeg,"['Składnikina 2 porcje:2 puszyste bułki1 porcja wegańskiego zamiennika mięsa mielonego lub 2 gotowe kotletysos: 4 łyżki musztardy2 łyżki ketchupu2 łyżeczki majonezuserowyplacekziemniaczany: 1 większy ziemniakokoło 100g ulubionego wegańskiego seraodrobina mąki pszennej lub z ciecierzycydodatki: wegański boczekkarmelizowana cebulakilka listków lodowej sałatysól, pieprzolej do smażeniaWydrukuj przepis']","['1. Na odrobinie oleju skarmelizuj cebulę – mieszaj jak najmniej, a gdy zacznie się rumienić i przypalać – podlej delikatnie wodą, aż puści swoje własne cukry i stanie się aksamitnie gładka.2. Na tej samej patelni zrumień lekko boczek, a jego małe kawałki dodaj na górną część bułki, razem z odrobiną sera – podpiecz pod grillem przez kilka chwil.3. Ziemniaka zetrzyj na tarce, grubsze oczka pół na pół z mniejszymi. Zamiennik sera zetrzyj na grubych oczkach, dodaj nieco mąki, sól oraz pieprz. Porządnie wyrób rękoma i uformuj dwa placki, które kolejno podsmaż na średnio rozgrzanym oleju przez kilka minut z dwóch stron.4. Uformuj kotlety i podsmaż je z dodatkiem oleju na patelni, aż będą rumiane.5. W miseczce wymieszaj składniki na sos, sałatę lodową porwij na mniejsze cząstki.6. Spód bułki posmaruj sosem, nałóż sałatę, kotlety i kolejno placka ziemniaczanego. Kolejno nałóż bekon oraz karmelizowaną cebulkę.7. Na koniec nałóż resztę sosu oraz górną część bułki. Zajadaj od razu – smacznego!']",Dania główne
